pmid,title,abstract,journal,publicationDate,doi,firstAuthor,lastAuthor,authorAffiliations,meshTags,keywords
40540004,"Assessing the Risk Factors for Surgical Site and Deep Wound Infections Following Hip Arthroscopy: A Nationwide Study of 75,577 Patients.","The indications and utilization of hip arthroscopic surgery have increased over the past decade owing to advances in surgical technique. Although generally rare, surgical site infections (SSIs) are among the most common postoperative complications following this procedure. This study used a nationwide database to assess the incidence and risk factors for SSIs following arthroscopic hip surgery. Following a retrospective query of a nationwide administrative claims database for adults (>18 years old) undergoing primary hip arthroscopy from 2010 to 2021, patients were categorized into two cohorts based on whether they did (N = 235) or did not (N = 75,342) develop an SSI within 90 days of surgery. Multivariable logistic regression models were used to calculate odds ratio (OR) of developing SSIs within 90 days following hip arthroscopy, adjusting for age, sex, and comorbidities comprising the Elixhauser Comorbidity Index (ECI). A P value less than 0.05 was considered statistically significant. The overall incidence of SSIs following hip arthroscopy was 0.31%, with no notable change over the study period (P = 0.697). The two cohorts were similar in age (P = 0.0716), sex (P = 0.2959), and geographic location (P = 0.5995). Overall comorbidity burden was markedly higher among patients who did (ECI = 4.1) versus those who did not (ECI = 2.2) develop SSIs (P < 0.0001). Risk factors for SSIs following hip arthroscopy included depression (OR: 2.02, P < 0.0001), preoperative fluid and electrolyte abnormalities (OR: 1.81, P = 0.0001), history of drug abuse (OR: 1.74, P = 0.00098), and coagulopathy (OR: 1.58, P = 0.0312). Substratification demonstrated that morbidly obese patients (≥35.00 kg/m2) were more likely to develop SSIs (OR: 4.52, P < 0.0001) compared with patients of normal body mass index. The overall rate of SSIs is low following hip arthroscopy. Certain patient-specific factors may be associated with SSIs and warrant further understanding to prevent these occurrences. This study may guide careful and intentional patient selection and optimization before hip arthroscopy, in efforts to reduce the rate of this event. Level III.",The Journal of the American Academy of Orthopaedic Surgeons,2025-06-05,10.5435/JAAOS-D-24-00262,Patrick P Nian,Francis Rosato,"From the SUNY Downstate Health Sciences University, College of Medicine (Nian and Baidya), the Department of Orthopaedic Surgery, Maimonides Medical Center (Gordon, Horn, and Rosato), Brooklyn, NY, and the Questrom School of Business (Gordon), Boston University, Boston, MA.","Humans, Arthroscopy, Male, Female, Risk Factors, Surgical Wound Infection, Middle Aged, Retrospective Studies, Adult, Incidence, Hip Joint, Aged, Databases, Factual, Young Adult",N/A
40540313,Cannabinoids and Adverse Convulsive Effects: A Pharmacovigilance and Addictovigilance Analysis of Cases Reported in France.,"Seizures after the use of cannabinoids are reported, but no precise descriptions of the characteristics of subjects and factors that may trigger seizures are available. To study the characteristics and circumstances associated with the occurrence of seizures in individuals using cannabinoids for medical or recreational purposes. A retrospective analysis of spontaneous reports of adverse drug effects issued by the French pharmacovigilance and addictovigilance systems, and by manufacturers, extracted data from the Eudravigilance database (01/01/1985-21/07/2023). The request used the broad MedDRA SMQ term 'convulsive', with all products containing cannabinoids (THC, CBD, cannabis or natural cannabinoids). Among 4296 notifications with cannabinoids, 130 (3%) reports of convulsive effects were analysed: 29 cases (23.3%) related to medical use (27 CBD, 1 THC and 2 combined THC/CBD preparations) and 98 (75.4%) related to recreational use. The median age was 29.0 years (min-max: 3-75), 78.7% were men and 81.1% were serious cases. Among the recreational users, 38.8% used Cannabis sativa with a history of epilepsy, and 68.4% of them were taking antiepileptics. In total, 67.7% of individuals had at least one risk factor for seizures, i.e., 31.0% among medical users and 78.6% among recreational users. The main risk factors with medical use were inefficacy of CBD (17.2%), fatigue (13.8%) and concomitant epileptogenic medications (10.3%). The main risk with recreational use was concomitant epileptogenic medications (39.8%), consumption of illicit drugs (33.7%) and alcohol (32.7%). This analysis demonstrates the importance of alerting cannabinoid users, particularly recreational cannabis users and those with a history of epilepsy, about seizure-associated risks. Moreover, educational information should be provided together with the prescription of licensed cannabinoids and medical cannabis.",Fundamental & clinical pharmacology,2025-08-01,10.1111/fcp.70028,Marie-Laure Laroche,Arsène Zongo,"Regional Centre of Pharmacovigilance, CHU Limoges, Limoges, France.; Regional Centre of Pharmacovigilance, CHU Limoges, Limoges, France.; CEIP-Addictovigilance, CHU de Toulouse, Toulouse, France.; Université Toulouse, CERPOP Inserm UMR1295, Toulouse, France.; Population Health and Optimal Health Practices Research Axis, CHU de Québec Research Centre-University Laval Research Centre, Quebec City, Quebec, Canada.; Faculty of Pharmacy, University Laval, Quebec City, Quebec, Canada.; Centre D'excellence sur le Vieillissement de Québec, Centre Intégré Universitaire de Soins et Services Sociaux de la Capitale Nationale, Quebec City, Quebec, Canada.; Population Health and Optimal Health Practices Research Axis, CHU de Québec Research Centre-University Laval Research Centre, Quebec City, Quebec, Canada.; Faculty of Pharmacy, University Laval, Quebec City, Quebec, Canada.","Humans, Pharmacovigilance, Male, France, Adult, Female, Seizures, Cannabinoids, Middle Aged, Retrospective Studies, Young Adult, Aged, Adolescent, Child, Child, Preschool, Databases, Factual, Substance-Related Disorders, Adverse Drug Reaction Reporting Systems","adverse drug reactions, cannabinoids, pharmacovigilance, seizure"
40540787,"""Are you worried about going into withdrawal today?"" Retrospective analysis of single-question, patient-centered screen for substance use and care linkage.","Emergency Department (ED) screening for substance use disorder (SUD) is limited by a lack of standardization and challenging clinical environments. Existing tools may be focused on informing clinicians rather than supporting patients. This study assessed a novel single-question screening tool to identify patients at risk of withdrawal and link those with opioid use disorder (OUD) to standardized treatment. A cross-sectional, retrospective study was conducted at two urban EDs in Philadelphia, PA, using electronic health record data between November 8, 2022, and February 28, 2025. Patients were included in the study if they arrived ambulatory to the emergency department, were aged 18 years and older, and able to answer screening questions. Demographic, encounter, screening response, disposition, and withdrawal order set utilization data were obtained. Data analysis was primarily descriptive, and bivariate associations were examined using odds ratios to assess the strength of relationships between key variables. 106,212 patient encounters met the inclusion criteria during the study period. 70,603 (66.5 %) of those patients answered the screening question. 4686 (6.6 %) patients answered affirmatively to a concern over withdrawal. 1512 patients (2.1 %) received medications from the opioid withdrawal order set, including 186 patients who did not express a withdrawal concern. Screening positive for a withdrawal concern was associated with a 2.28-fold increase in the odds of patient-directed discharge from the ED (OR = 2.28, 95 % CI = 2.10-2.47, p < .001). Patients who received the withdrawal protocol had significantly lower rates of patient-directed discharge (9.1 %) compared to those who screened positive for withdrawal overall (17.8 %) (OR = 0.41, 95 % CI: 0.33-0.51, p < .001). Use of a single-question ED screening tool to identify individuals in withdrawal and link them to withdrawal treatments may be an effective tool. Additional studies should assess barriers to screening and withdrawal treatment, and long-term outcomes of those who screen positive for withdrawal concern in the ED.",The American journal of emergency medicine,2025-06-16,10.1016/j.ajem.2025.06.017,Kory S London,Karen Alexander,"Sidney Kimmel Medical College, Thomas Jefferson University, 1025 Walnut St #100, Philadelphia, PA 19107, United States of America; Department of Emergency Medicine, Thomas Jefferson University, 1020 Sansom Street, Suite 239, Philadelphia, PA 19107, United States of America; Jefferson Addiction Multidisciplinary Service, Thomas Jefferson University, 111 S 11th St, Philadelphia, PA 19107, United States of America. Electronic address: Kory.london@jefferson.edu.; Department of Emergency Medicine, Thomas Jefferson University, 1020 Sansom Street, Suite 239, Philadelphia, PA 19107, United States of America. Electronic address: Beth.Hurtwitz@jefferson.edu.; Department of Emergency Medicine, Thomas Jefferson University, 1020 Sansom Street, Suite 239, Philadelphia, PA 19107, United States of America. Electronic address: Jennifer.Davis@jefferson.edu.; Sidney Kimmel Medical College, Thomas Jefferson University, 1025 Walnut St #100, Philadelphia, PA 19107, United States of America; Jefferson Addiction Multidisciplinary Service, Thomas Jefferson University, 111 S 11th St, Philadelphia, PA 19107, United States of America. Electronic address: tareva.warrick-stone@jefferson.edu.; Sidney Kimmel Medical College, Thomas Jefferson University, 1025 Walnut St #100, Philadelphia, PA 19107, United States of America; Department of Emergency Medicine, Thomas Jefferson University, 1020 Sansom Street, Suite 239, Philadelphia, PA 19107, United States of America. Electronic address: Alan.Cherney@jefferson.edu.; Sidney Kimmel Medical College, Thomas Jefferson University, 1025 Walnut St #100, Philadelphia, PA 19107, United States of America; Department of Emergency Medicine, Thomas Jefferson University, 1020 Sansom Street, Suite 239, Philadelphia, PA 19107, United States of America. Electronic address: Frederick.Randolph@jefferson.edu.; Department of Emergency Medicine, Thomas Jefferson University, 1020 Sansom Street, Suite 239, Philadelphia, PA 19107, United States of America. Electronic address: Bernice.Bradley-O'Toole@jefferson.edu.; Department of Emergency Medicine, Thomas Jefferson University, 1020 Sansom Street, Suite 239, Philadelphia, PA 19107, United States of America. Electronic address: Kathleen.Deis@jefferson.edu.; Friends Research Institute, 1516 N. 5(th) St., Suite 321, Philadelphia, PA 19122, United States of America. Electronic address: kalexander@friendsresearch.org.",N/A,"Addiction medicine, Care linkage, Clinical decision support, Electronic health record decision support, Opioid use disorder, Opioid withdrawal, Patient-directed discharge, Single-question screen, Substance use disorder, Triage screening, Withdrawal screening"
40541494,Opioid Use in Patients With Testicular Cancer: Patterns and Risk Factors.,"Prescription opioid use is a gateway to chronic dependence and associated morbidity and mortality. Research has demonstrated that men receiving narcotics after urologic surgery are at increased risk of persistent opioid use. However, factors associated with persistent use in testicular cancer patients specifically are poorly understood. The Truven Marketscan database was queried for patients with testicular cancer who underwent orchiectomy between 2009 and 2021. Patients who were under 18 years old, lacked insurance coverage during the study period, filled opioid prescriptions 3 months prior to orchiectomy, or had prior opioid use disorder diagnoses were excluded. Subgroup analysis was performed by receipt of advanced treatment, defined as chemotherapy and/or retroperitoneal lymph node dissection (RPLND). Opioid exposure was defined as receipt of ≥ 1 opioid prescriptions within 30 days of last treatment. Among those who underwent advanced treatment, pretreatment opioid use over the cohort median in oral morphine equivalents (OME) was included in the definition of opioid exposure. Multivariable logistic regression was used to identify risk factors associated with our primary outcome: ≥ 1 filled opioid prescription between 31 to 90 days and 91 to 180 days after last treatment. Of 5409 total patients, 2115 (39.1%) underwent advanced treatment: 1697 (31.4%) chemotherapy, 185 (3.4%) RPLND, and 223 (4.3%) chemotherapy and RPLND (combination). Opioid exposure was associated with a filled opioid prescription at 31 to 90 (OR 4.67) and 91 to 180 days (OR 4.74, both P < .001) after last treatment. On multivariate analysis, chemotherapy and combination therapy, but not RPLND alone, were independently associated with opioid use at 31 to 180 days post-treatment (P < .001). Testicular cancer patients who received opioid prescriptions after orchiectomy were more likely to require additional opioid prescriptions 31 to 180 days after treatment. Advanced treatment with chemotherapy alone or combined with RPLND, but not RPLND alone, increased the opioid dependence.",Clinical genitourinary cancer,2025-05-29,10.1016/j.clgc.2025.102381,Siddharth Marthi,Shreyas S Joshi,"Department of Urology, Emory University School of Medicine, Atlanta, GA. Electronic address: smarthi@emory.edu.; Department of Urology, Emory University School of Medicine, Atlanta, GA.; Department of Urology, Emory University School of Medicine, Atlanta, GA.; Department of Urology, Emory University School of Medicine, Atlanta, GA.; Department of Urology, Emory University School of Medicine, Atlanta, GA.; Department of Urology, Emory University School of Medicine, Atlanta, GA.; Department of Urology, Emory University School of Medicine, Atlanta, GA.; Department of Urology, Emory University School of Medicine, Atlanta, GA.; Department of Urology, Emory University School of Medicine, Atlanta, GA.; Department of Urology, Emory University School of Medicine, Atlanta, GA.; Department of Urology, Emory University School of Medicine, Atlanta, GA.",N/A,"Chemotherapy, Opioids, RPLND, Substance use disorder, Testicular cancer"
40543828,Opioid Consumption Patterns Before and After Elective Joint Surgery.,"Opioid use is associated with multiple risks, including accidental overdose and addiction. Total knee arthroplasty (TKA) and total hip arthroplasty are among the most common elective procedures. The goal of surgery is to relieve patients of their joint pain and reduce dependence on analgesics, but these procedures can result in chronic opioid use. This retrospective analysis occurred at Kaiser Permanente Washington between March 2018 and May 2023. A preoperative opioid user was defined as a patient who had filled two or more opioid prescriptions in the 3-month preoperative period. A Chi-square test was used to evaluate the relationship between preoperative opioid use and continued use of opioids 10 to 12 months postoperatively. Of 8,886 patients who underwent a TKA or total hip arthroplasty, 24% were considered preoperative opioid users. The average age was 68 years, and 59% of patients were women. Over the study period, the total number of opioid prescriptions filled was 43,326. At 10 to 12 months postoperatively, 39% of preoperative opioid users continued using opioids compared with 9% of nonchronic opioid users (P < 0.05). Exploratory analysis showed factors associated with a higher likelihood of persistent opioid use 10 to 12 months postoperatively include women and undergoing a TKA procedure. Understanding opioid utilization after total joint arthroplasty is essential to identifying strategies to minimize overprescribing and promote rational opioid use. Approximately 39% of preoperative opioid users and 9% of nonchronic opioid users continued use of opioids for 10 to 12 months after surgery. Specific patient characteristics were associated with the development of persistent postoperative opioid use. Although this study did not include multivariate analysis, which limits the conclusions we can draw from this data, the magnitude of the trends noted is large enough to warrant further studies.",The Journal of arthroplasty,2025-06-19,10.1016/j.arth.2025.06.053,Melina Martinez,Edwin Lojeski,"Specialty Clinical Pharmacy Programs, Kaiser Permanente Washington, Renton, Washington.; Specialty Clinical Pharmacy Programs, Kaiser Permanente Washington, Renton, Washington.; Clinical Pharmacy Programs, Kaiser Permanente Washington, Renton, Washington.; Pharmacy Programs - Pain Management, Kaiser Permanente Washington, Renton, Washington.; Pain Medicine Physician, Kaiser Permanente Washington, Renton, Washington.",N/A,"arthroplasty, opioids, pain, pain management, postoperative pain"
40548290,Long-term risk of diabetes following hypertensive disorders of pregnancy: A retrospective cohort study.,"The impact of varying degrees of pregnancy-induced hypertension (PIH) on the risk of developing diabetes later in life is currently unknown. To assess the long-term risks of type 2 diabetes mellitus (T2DM), prediabetes, and mortality that are associated with hypertensive disorders of pregnancy. This retrospective cohort study used the TriNetX United States Collaborative Network to examine outcomes, especially T2DM, prediabetes and mortality, related to hypertensive disorders of pregnancy in females aged 21-45. Participants had no history of hypertension or diabetes before pregnancy or before 20 weeks of gestation. Propensity score matching was applied to balance covariates such as gestational diabetes, polycystic ovarian syndrome, chronic kidney disease, hyperlipidemia, overweight/obesity, nicotine dependence, alcohol abuse, and healthcare utilization. This ensured comparability between groups and reduced potential confounding in outcome evaluation. This study included 318544 females aged 21-45 with and without PIH. Females with PIH had higher risks of T2DM [hazard ratio (HR): 1.907, 95% confidence interval (CI): 1.821-1.998), prediabetes (HR: 1.610, 95%CI: 1.537-1.687), and mortality (HR: 1.501, 95%CI: 1.361-1.655) over a follow-up of up to 18 years. Incidence rates for T2DM, prediabetes, and mortality were 3.2%, 2.7%, and 0.6%, respectively. Subgroup analyses showed that the presence of gestational hypertension, preeclampsia, and eclampsia increased risks across all outcomes. Persistent hypertension beyond 12 weeks postpartum was linked to more than a 3-fold increase in mortality. Preventative aspirin use during pregnancy did not reduce the risks of T2DM, prediabetes, or mortality among those with PIH. PIH significantly increases the long-term risks of T2DM, prediabetes, and mortality, highlighting the urgent need for improved long-term management strategies to enhance overall health in such individuals.",World journal of diabetes,2025-06-15,10.4239/wjd.v16.i6.105080,Yu-Hsiang Shih,Chia-Chi Lung,"Department of Obstetrics and Gynecology, Taichung Veterans General Hospital, Taichung City 40705, Taiwan.; Department of Public Health, Chung Shan Medical University, Taichung City 40201, Taiwan.; Department of Public Health, Chung Shan Medical University, Taichung City 40201, Taiwan.; Department of Occupational Health Nursing Center, Chung Shan Medical University Hospital, Taichung City 40201, Taiwan.; Department of Public Health, Chung Shan Medical University, Taichung City 40201, Taiwan.; Department of Health Policy and Management, Chung Shan Medical University, Taichung City 40201, Taiwan.; Department of Family and Community Medicine, Chung Shan Medical University Hospital, Taichung City 40201, Taiwan. dinoljc@csmu.edu.tw.",N/A,"Eclampsia, Gestational hypertension, Hypertensive disorders of pregnancy, Mortality, Prediabetes, Preeclampsia, Type 2 diabetes mellitus"
40548404,Mortality and hospital admissions in people with eating disorders: longitudinal cohort study in secondary care-linked English primary care records.,"Research on mortality and admissions for physical health problems across eating disorder diagnoses in representative settings is scarce. Inequalities in these outcomes across a range of sociodemographic characteristics have rarely been investigated. We investigated whether people with eating disorders had greater all-cause mortality and physical health-related in-patient admissions compared with those without eating disorders, and whether associations varied by sex, ethnicity, deprivation, age and calendar year at diagnosis. Using primary care Clinical Research Practice Datalink linked to Hospital Episode Statistics, we matched people with an incident eating disorder diagnosis (any, anorexia nervosa, bulimia nervosa, eating disorders not otherwise specified, generic eating disorder or a referral code) from primary care Read codes to four people without eating disorders (1:4 matching) on year of birth, sex, primary care practice, year of registration and index date. We used univariable and multivariable Cox (mortality) and Poisson (admissions) models, and fitted interactions to investigate whether associations varied by sociodemographic characteristics. We included 58 735 people (90.1% female, 91.6% White). People with any eating disorders had higher all-cause mortality (hazard ratio: 2.15, 95% CI: 1.73-2.67). Anorexia nervosa had the highest mortality (hazard ratio: 3.49, 95% CI: 2.43-5.01). People with any eating disorders had higher rates of planned (incidence rate ratio (IRR): 1.80, 95% CI: 1.4-1.87) and emergency admissions for physical health problems (IRR: 2.35. 95% CI: 2.35-2.46) and emergency admissions for injuries, accidents and substance misuse (IRR: 5.26, 95% CI: 5.24-5.29). Mortality and admission rate ratios were greater in males. People with eating disorders have high rates of mortality and physical health-related admissions. Observed inequalities call for an understanding of why such inequalities exist. These findings highlight the need for prompt and effective treatment for eating disorders, and for improved guidance on primary care management of people with eating disorders.",The British journal of psychiatry : the journal of mental science,2025-06-23,10.1192/bjp.2025.69,Annie Jeffery,Francesca Solmi,"Division of Psychiatry, UCL, London, UK.; Division of Psychiatry, UCL, London, UK.; North London Mental Health Partnership, London, UK.; Division of Psychiatry, UCL, London, UK.; Division of Psychiatry, UCL, London, UK.; North London Mental Health Partnership, London, UK.; Division of Psychiatry, UCL, London, UK.; North London Mental Health Partnership, London, UK.; Centre for Academic Mental Health, Population Health Sciences, Bristol Medical School, University of Bristol, UK.; Gloucestershire Health and Care NHS Foundation Trust, Gloucester, UK.; MRC Integrative Epidemiology Unit, Bristol Medical School, University of Bristol, UK.; Centre for Academic Mental Health, Population Health Sciences, Bristol Medical School, University of Bristol, UK.; Division of Psychiatry, UCL, London, UK.",N/A,"CPRD, Clinical Practice Research Datalink (CPRD), Eating disorders, Hospital Episodes Statistics (HES), hospital admissions"
40549490,Description of Physician Champion Efforts to Expand Buprenorphine Treatment in Primary Care and Explore a Quality Implementation Measure of Success: Buprenorphine as a Percentage of All Opioids Prescribed.,"This study describes the impact of a single physician champion's implementation efforts to increase buprenorphine treatment for opioid use disorder (OUD) in primary care and a ""proof-of-concept"" new quality electronic health record outcome indicative of success. Five primary care clinics at one academic medical center participated in this retrospective program evaluation conducted from October 2021 to December 2023. A physician champion led all implementation strategies for buprenorphine prescribing, including ""en bloc"" group engagement and training of physicians at clinic A; a limited set of implementation resources was later shared with clinic B. Clinics C-E served as controls. Electronic health record outcome measures from each clinic included (1) percent of clinicians prescribing buprenorphine, (2) number of buprenorphine prescriptions, (3) number of full opioid agonist prescriptions, and (4) percentage buprenorphine (PB) prescriptions defined as the number of buprenorphine prescriptions divided by the sum of the total number of buprenorphine and full mu-opioid agonist prescriptions. During the 2-year period at clinic A, all clinicians prescribed buprenorphine; there was a decrease in full agonist prescribing, and PB increased from 0% to 30.8%. PB increased also at Clinic B. Buprenorphine prescribing did not increase, full agonist prescribing was stable, and PB remained <10% at control clinics. These results show that a single physician can help other clinicians initiate and sustain buprenorphine prescribing. The PB metric, which includes full agonist prescribing along with buprenorphine, may be a particularly important quality metric for tracking implementation progress and quality improvement.",Journal of addiction medicine,2025-06-23,10.1097/ADM.0000000000001535,Thaddeus R Salmon,Michelle R Lofwall,"Department of Internal Medicine, Division of General Internal Medicine, University of Kentucky College of Medicine, Lexington, KY (TRS); Department of Internal Medicine, Division of Hospital Medicine, University of Kentucky College of Medicine, Lexington, KY (AMS); Departments of Behavioral Science and Psychiatry, Center on Drug and Alcohol Research, University of Kentucky College of Medicine, Lexington, KY (MRL).",N/A,"buprenorphine, implementation science, office-based opioid treatment, opioid use disorder, quality improvement"
40549495,Management of Opioid Use Disorder Among Peripartum Individuals During Hospitalization.,"Peripartum opioid use disorder (OUD) is a significant public health concern. Although hospital admission for labor and delivery is common, little is known about hospitalized peripartum individuals with OUD or their inpatient management. The purpose of this study was to characterize hospitalized peripartum individuals with OUD who were seen by an OUD consult service and to examine their inpatient OUD treatment. This was a retrospective cohort study of peripartum individuals who received an OUD consult from May 2020 to April 2022. All individuals were pregnant or up to 3 months postpartum at admission. Substance use and psychosocial history were collected, along with timing and acceptance of medication for opioid use disorder (MOUD) and details of discharge transitions. Of the 23 peripartum individuals with OUD who received a consult during admission, 61% were white, 30% were black, and all were non-Hispanic. Most individuals (78%) had Medicaid. Only 30% were using MOUD at hospital admission. Two-thirds (63%) of those not using MOUD were started on treatment during hospitalization, most commonly with buprenorphine-naloxone. At discharge, most (74%) individuals were connected to outpatient OUD treatment. Of the total, 35% self-directed their discharge, and there was a higher proportion of self-directed discharges among those who did not receive inpatient MOUD compared with those who did (P < 0.01). Hospitalization during the peripartum period is an important opportunity for initiation of MOUD and linkage to longitudinal, community OUD services. Further understanding of factors contributing to high rates of self-directed discharge in the peripartum period is needed.",Journal of addiction medicine,2025-06-23,10.1097/ADM.0000000000001523,Shelby A Powers,Rebecca Lumsden,N/A,N/A,"medications for opioid use disorder, opioid use, pregnancy"
40555701,Risk factors for development of diabetic foot ulcer disease in two large contemporary UK cohorts.,"Diabetic foot ulcer disease (DFUD) is common, life-changing and associated with a lower 5-Year survival rate than many cancers. However, the risk factors for DFUD have generally been identified in small, single-centre, clinic-based studies, many of which are cross-sectional. This study aims to assess the incidence of DFUD and its related risk factors in two large, contemporary UK cohorts. We investigated common sociodemographic and clinical factors affecting the incidence rates of DFUD in two large representative independent cohorts of people with diabetes in England (CPRD, n = 131 042) and Scotland (Scottish Diabetes Research Network-National Diabetes Dataset [SDRN-NDS] n = 260 748). The methods of case ascertainment differed between the two cohorts: in England, both primary and secondary care data were used, whereas in Scotland, secondary care and foot clinic data were used. In the English cohort, 4.7% developed DFUD over a median of 4.3years (incidence rate 9.0[95%CI: 8.8-9.2] per 1000 person-years) follow-up; in the Scottish cohort, the equivalent figure was 2.9% over a median of 6.3 years (incidence rate 4.4 [95% CI: 4.3-4.5] per 1000 person-years). Despite different methods of case ascertainment, multivariable analysis in both populations indicated that those who developed DFUD were more likely to be older, male, smokers, of White ethnicity, with higher systolic blood pressure and baseline HbA1c. These findings provide a robust evidence base for identifying people with diabetes at risk of DFUD for targeted efforts for prevention.","Diabetes, obesity & metabolism",2025-06-24,10.1111/dom.16519,Safoora Gharibzadeh,Edward Gregg,"Leicester Real World Evidence Unit, Diabetes Research Centre, Leicester General Hospital, University of Leicester, Leicester, UK.; Robertson Centre for Biostatistics, School of Health and Wellbeing, College of Medical, Veterinary and Life Sciences, University of Glasgow, Glasgow, UK.; Leicester, UK.; National Institute for Health and Care Research Applied Research Collaboration East Midlands, Leicester, UK, University of Glasgow, UK.; Robertson Centre for Biostatistics, School of Health and Wellbeing, College of Medical, Veterinary and Life Sciences, University of Glasgow, Glasgow, UK.; Leicester Real World Evidence Unit, Diabetes Research Centre, Leicester General Hospital, University of Leicester, Leicester, UK.; Leicester Real World Evidence Unit, Diabetes Research Centre, Leicester General Hospital, University of Leicester, Leicester, UK.; SCHARR, Sheffield Centre for Health and Related Research, Division of Population Health, School of Medicine and Population Health, University of Sheffield, Sheffield, UK.; SCHARR, Sheffield Centre for Health and Related Research, Division of Population Health, School of Medicine and Population Health, University of Sheffield, Sheffield, UK.; Department of Metabolism, Digestion and Reproduction, Faculty of Medicine, Chelsea and Westminster Hospital Campus, Imperial College London, London, UK.; Derby, UK.; Robertson Centre for Biostatistics, School of Health and Wellbeing, College of Medical, Veterinary and Life Sciences, University of Glasgow, Glasgow, UK.; NHS Tayside, Scotland Dundee, UK, Scotland, UK.; Department of Population Health Sciences, University of Leicester, Leicester, UK.; Division of Clinical Medicine, University of Sheffield, Sheffield, UK.; Diabetes Research Unit, Sheffield Teaching Hospitals NHS Foundation Trust, Sheffield, UK.; Diabetes Research Centre, College of Life Sciences, University of Leicester, Leicester, UK.; Centre for Population Health Sciences, Usher Institute, University of Edinburgh, University of Leicester, Leicester, UK.; Leicester Real World Evidence Unit, Diabetes Research Centre, Leicester General Hospital, University of Leicester, Leicester, UK.; Leicester, UK.; National Institute for Health Research Leicester Biomedical Research Centre, Leicester, UK.; Leicester Real World Evidence Unit, Diabetes Research Centre, Leicester General Hospital, University of Leicester, Leicester, UK.; Robertson Centre for Biostatistics, School of Health and Wellbeing, College of Medical, Veterinary and Life Sciences, University of Glasgow, Glasgow, UK.; School of Health and Wellbeing, College of Medical, Veterinary and Life Sciences, University of Glasgow, Clarice Pears Building, Level 5 90 Byres Road, Glasgow, UK.; School of Population Health, RCSI University of Medicine and Health Sciences, Dublin, Ireland.",N/A,"cardiovascular disease, diabetes complications, real‐world evidence, type 1 diabetes, type 2 diabetes"
40562508,Long-Term Wildfire Smoke Exposure and Increased Risk of Heart Failure in Older Adults.,"Fine particulate matter, defined as particles <2.5 μm in diameter (PM This study sought to evaluate the association between long-term exposure to wildfire smoke PM This retrospective cohort study analyzed data from Medicare fee-for-service beneficiaries between 2007 and 2018. We linked individuals to high-resolution exposure estimates of fire smoke and nonfire smoke PM The cohort included approximately 22 million fee-for-service enrollees, with a follow-up totaling 115 million person-years. The mean smoke PM In this national cohort, long-term exposure to fire smoke-related PM",Journal of the American College of Cardiology,2025-07-01,10.1016/j.jacc.2025.04.058,Hua Hao,Yang Liu,"Gangarosa Department of Environmental Health, Rollins School of Public Health, Emory University, Atlanta, Georgia, USA.; Gangarosa Department of Environmental Health, Rollins School of Public Health, Emory University, Atlanta, Georgia, USA.; Department of Biostatistics and Bioinformatics, Rollins School of Public Health, Emory University, Atlanta, Georgia, USA.; Gangarosa Department of Environmental Health, Rollins School of Public Health, Emory University, Atlanta, Georgia, USA.; DeBakey Heart and Vascular Center, Houston Methodist, Houston, Texas, USA.; Piedmont Heart Institute, Piedmont Hospital, Atlanta, Georgia, USA.; Gangarosa Department of Environmental Health, Rollins School of Public Health, Emory University, Atlanta, Georgia, USA.; Department of Biostatistics and Bioinformatics, Rollins School of Public Health, Emory University, Atlanta, Georgia, USA.; Department of Epidemiology, Rollins School of Public Health, Emory University, Atlanta, Georgia, USA.; Gangarosa Department of Environmental Health, Rollins School of Public Health, Emory University, Atlanta, Georgia, USA. Electronic address: yang.liu@emory.edu.","Humans, Heart Failure, Aged, Female, Male, Retrospective Studies, Smoke, United States, Particulate Matter, Environmental Exposure, Wildfires, Aged, 80 and over, Risk Factors, Time Factors","heart failure, particulate matter, smoke"
