pmid,pmcid
28651153,8835386
28651153,9059255
28651153,9523750
28654593,10069829
28654593,10783483
28654593,11483479
28654593,11614354
28654593,12222374
28654593,5880311
28654593,6555235
28654593,6571311
28654593,6635218
28654593,6937147
28654593,7787340
28654593,8054849
28654593,8890798
28654593,9619012
28679541,10021244
28679541,11555830
28679541,12137751
28679541,6593793
28679541,6887039
28679541,7071474
28679541,7768972
28679541,8595457
28679541,8964231
28679541,9739068
28694708,10651058
28694708,10877255
28694708,11576819
28694708,11609943
28694708,5490435
28694708,6220712
28694708,6702942
28694708,7563059
28694708,7992907
28694708,8019391
28694708,8224540
28694708,8367305
28694708,9163559
28694708,9374409
28700736,11578547
28700736,5507267
28700736,5739525
28700736,5827573
28700736,5850182
28700736,6414180
28700736,6563554
28700736,6599551
28700736,6651338
28700736,6775676
28700736,6886897
28700736,7137289
28700736,7241468
28700736,7450976
28700736,7451171
28700736,7587316
28700736,7657376
28700736,7661353
28700736,7686634
28700736,7996389
28700736,8077835
28700736,8178117
28700736,8484033
28700736,8537939
28700736,9270887
28700736,9837949
28700736,9870640
28707181,7458973
28707181,7746994
28707181,9494265
28707421,10317085
28707421,10805862
28707421,10899285
28707421,11074095
28707421,11575684
28707421,6078786
28707421,6324493
28707421,6348329
28707421,6384217
28707421,6485308
28707421,6640123
28707421,6947397
28707421,6961157
28707421,7080944
28707421,7407056
28707421,7787190
28707421,7839645
28707421,7933431
28707421,7940459
28707421,8298631
28707421,8738839
28707421,8816366
28707421,8984704
28707421,9021002
28707421,9078148
28707421,9150082
28707421,9450907
28707421,9578152
28710943,10134640
28710943,11735171
28710943,11826284
28710943,11890938
28710943,5572775
28710943,6024888
28710943,6675720
28710943,6683851
28710943,6706070
28710943,6804885
28710943,7484874
28710943,8995873
28710943,9038824
28710943,9848577
28711626,10238665
28711626,10366811
28711626,10494560
28711626,10671380
28711626,10926619
28711626,10956063
28711626,11048534
28711626,11217958
28711626,11224327
28711626,11736484
28711626,11855902
28711626,11930244
28711626,11936440
28711626,12016610
28711626,12097826
28711626,5818315
28711626,5961397
28711626,5975958
28711626,6048601
28711626,6166758
28711626,6171205
28711626,6309470
28711626,6343097
28711626,6435969
28711626,6485158
28711626,6485231
28711626,6509405
28711626,6570947
28711626,6589848
28711626,6590635
28711626,6685865
28711626,6688729
28711626,6689810
28711626,6912775
28711626,6990038
28711626,7143410
28711626,7383256
28711626,7411555
28711626,7565033
28711626,7601829
28711626,7705706
28711626,7709450
28711626,7739072
28711626,7747023
28711626,7801890
28711626,7850751
28711626,8129653
28711626,8146494
28711626,8193133
28711626,8265399
28711626,8311534
28711626,8369744
28711626,8406359
28711626,8446794
28711626,8458967
28711626,8481710
28711626,8484018
28711626,8499577
28711626,8581992
28711626,8627343
28711626,8635150
28711626,8775237
28711626,8869416
28711626,8882735
28711626,9012500
28711626,9099392
28711626,9293246
28711626,9369364
28711626,9442965
28711626,9559216
28711626,9597232
28711626,9599346
28711626,9736898
28711626,9829497
28711626,9927748
28711636,10087648
28711636,10218665
28711636,10240594
28711636,10314708
28711636,10391025
28711636,10391968
28711636,10393064
28711636,10395796
28711636,10411272
28711636,10464437
28711636,10472496
28711636,10687830
28711636,10898939
28711636,10906713
28711636,11015880
28711636,11325315
28711636,11448559
28711636,11508650
28711636,11542899
28711636,11757927
28711636,11786960
28711636,11808705
28711636,11924105
28711636,11991991
28711636,12034376
28711636,12126214
28711636,5660650
28711636,6085129
28711636,6136945
28711636,6153216
28711636,6279625
28711636,6324441
28711636,6345303
28711636,6487883
28711636,6497091
28711636,6519087
28711636,6526891
28711636,6556783
28711636,6647548
28711636,6667507
28711636,6693733
28711636,6711500
28711636,6785836
28711636,6878203
28711636,6980875
28711636,7080923
28711636,7147632
28711636,7188586
28711636,7192392
28711636,7195695
28711636,7200027
28711636,7215258
28711636,7337604
28711636,7346381
28711636,7438153
28711636,7606460
28711636,7647282
28711636,7668322
28711636,7790107
28711636,7795923
28711636,7797802
28711636,7799490
28711636,7849307
28711636,7849633
28711636,7951996
28711636,7957224
28711636,7969208
28711636,7972386
28711636,7992303
28711636,8024760
28711636,8034379
28711636,8118327
28711636,8132136
28711636,8189709
28711636,8194057
28711636,8201592
28711636,8214015
28711636,8258814
28711636,8278262
28711636,8293457
28711636,8299341
28711636,8389484
28711636,8393457
28711636,8425301
28711636,8505780
28711636,8600392
28711636,8601614
28711636,8602725
28711636,8634353
28711636,8647310
28711636,8721787
28711636,8810626
28711636,9044141
28711636,9124725
28711636,9237579
28711636,9248444
28711636,9281566
28711636,9592474
28711636,9706711
28711636,9731435
28711636,9743025
28711636,9754198
28711636,9801483
28714426,10644251
28714426,10919775
28714426,11442234
28714426,11921014
28714426,12137888
28714426,5964467
28714426,7187903
28714426,7537696
28714426,7745139
28714426,8557204
28714426,9115980
28714426,9273064
28714426,9671226
28721034,10009697
28721034,10327956
28721034,10571684
28721034,10664718
28721034,10865688
28721034,11086534
28721034,11116758
28721034,11147616
28721034,11358621
28721034,11608697
28721034,12147828
28721034,12206411
28721034,5500510
28721034,6776831
28721034,7023777
28721034,7191726
28721034,7223622
28721034,7489517
28721034,7869597
28721034,8184368
28721034,8975363
28721034,9338624
28721034,9354368
28721034,9387848
28721034,9396841
28721034,9712389
28722211,10398292
28722211,10507676
28722211,11017380
28722211,11757081
28722211,6319263
28722211,6324259
28722211,6971390
28722211,7110923
28722211,7148165
28722211,7661590
28722211,7855393
28722211,8015255
28722211,8213356
28722211,8274348
28722211,8494834
28722211,9926937
28722211,9926938
28723312,5926185
28723312,6169704
28723312,6328267
28723312,6907348
28723312,7210080
28723312,7896808
28723312,8220672
28723312,8684146
28723312,9230773
28723312,9523750
28723312,9835716
28726478,10073289
28726478,10134394
28726478,10213137
28726478,10246550
28726478,10676222
28726478,10725255
28726478,10867740
28726478,11065619
28726478,11185091
28726478,11495658
28726478,11731177
28726478,11760109
28726478,11966069
28726478,12050977
28726478,5653435
28726478,5964000
28726478,6025702
28726478,6483850
28726478,6863606
28726478,8265776
28726478,8344071
28726478,9379793
28727520,5551598
28727520,5551609
28727520,6241529
28727520,6872923
28729411,10122709
28729411,10315609
28729411,10532263
28729411,10860058
28729411,11145048
28729411,11965585
28729411,12203009
28729411,5586313
28729411,6497330
28729411,6542170
28729411,7230766
28729411,7298986
28729411,8466658
28729411,8685693
28729411,8859338
28729411,9302736
28729411,9487830
28729411,9488646
28729411,9597902
28729411,9881227
28737234,10495575
28737234,11384123
28737234,11469635
28737234,5986488
28737234,6843256
28737234,8102026
28737234,8189230
28737234,8522712
28737234,9377594
28738684,10546560
28738684,6132448
28741257,10756139
28741257,11126473
28741257,11774279
28741257,11914562
28741257,11980061
28741257,5524654
28741257,6381824
28741257,7071485
28741257,7274540
28741257,8586113
28741257,8645418
28741257,9705522
28741257,9990846
28742777,10101280
28742777,10715730
28742777,6119469
28742777,6556783
28742777,6605076
28742777,6859952
28742777,7024662
28742777,7058495
28742777,8202398
28742777,8765537
28742777,8904272
28742777,9592092
28742777,9720875
28743157,10071679
28743157,10108547
28743157,10173996
28743157,10183391
28743157,10225718
28743157,10279966
28743157,10283286
28743157,10299723
28743157,10399722
28743157,10606762
28743157,10645466
28743157,10698595
28743157,10720853
28743157,10820545
28743157,10822003
28743157,10992444
28743157,11035781
28743157,11171190
28743157,11215025
28743157,11220319
28743157,11261192
28743157,11299952
28743157,11313524
28743157,11416319
28743157,11428963
28743157,11445497
28743157,11484687
28743157,11487509
28743157,11506643
28743157,11551043
28743157,11554893
28743157,11653943
28743157,11700328
28743157,11743711
28743157,11823298
28743157,11837593
28743157,11847684
28743157,11853545
28743157,12012961
28743157,12081664
28743157,12125733
28743157,12153872
28743157,12159050
28743157,12167388
28743157,12173199
28743157,12226463
28743157,5650517
28743157,5708307
28743157,6129926
28743157,6297425
28743157,6366814
28743157,6426688
28743157,6891113
28743157,6908939
28743157,6955579
28743157,6962476
28743157,7049517
28743157,7245927
28743157,7325548
28743157,7442280
28743157,7443272
28743157,7477407
28743157,7653124
28743157,7715046
28743157,7861626
28743157,7862783
28743157,7918961
28743157,7930417
28743157,7947396
28743157,8044484
28743157,8151457
28743157,8191463
28743157,8199632
28743157,8292921
28743157,8326519
28743157,8408680
28743157,8414039
28743157,8444597
28743157,8449634
28743157,8468657
28743157,8470525
28743157,8579493
28743157,8671626
28743157,8706764
28743157,8797916
28743157,8798601
28743157,8799167
28743157,8844658
28743157,8865527
28743157,8878590
28743157,9002096
28743157,9024339
28743157,9066448
28743157,9223783
28743157,9302639
28743157,9487872
28743157,9489045
28743157,9605102
28743157,9724226
28746925,11446853
28746925,11457332
28746925,6290842
28746925,6323602
28746925,6360670
28746925,8826462
28763410,10095133
28763410,10240594
28763410,10403309
28763410,10448093
28763410,10448099
28763410,10469954
28763410,10538313
28763410,10546480
28763410,10786620
28763410,10802539
28763410,11084313
28763410,11335333
28763410,12258540
28763410,6052591
28763410,6249901
28763410,6261761
28763410,6536124
28763410,6554110
28763410,6556783
28763410,6640123
28763410,6693068
28763410,6839070
28763410,6924939
28763410,7060857
28763410,7136115
28763410,7253308
28763410,7317600
28763410,7317603
28763410,7346381
28763410,7442665
28763410,7485071
28763410,7532874
28763410,7557098
28763410,7676573
28763410,7784497
28763410,7788426
28763410,7801161
28763410,8202398
28763410,8221435
28763410,8512997
28763410,8539437
28763410,8567777
28763410,8600561
28763410,8629166
28763410,8647310
28763410,8917706
28763410,9052944
28763410,9281566
28763410,9284824
28763410,9353594
28763410,9441669
28763410,9547693
28763410,9575565
28763410,9641754
28763410,9781588
28764570,10116877
28764570,10515645
28764570,10598987
28764570,10619614
28764570,10661500
28764570,10684387
28764570,11214697
28764570,11614262
28764570,11947699
28764570,12040538
28764570,12127862
28764570,5984161
28764570,6133807
28764570,6289711
28764570,6414533
28764570,6688682
28764570,6713584
28764570,6817836
28764570,6912547
28764570,6927572
28764570,7125938
28764570,7339974
28764570,7379643
28764570,8289039
28764570,8328324
28764570,8449803
28764570,8531956
28764570,8983720
28764570,8992691
28764570,9747778
28767106,10632739
28767106,8393875
28767106,8741651
28768628,10106099
28768628,10144164
28768628,10323767
28768628,10521102
28768628,11001210
28768628,11320336
28768628,11580921
28768628,11638808
28768628,11695489
28768628,11781513
28768628,11997159
28768628,12049916
28768628,12163692
28768628,5538591
28768628,5538710
28768628,5824116
28768628,5843557
28768628,5848436
28768628,6317565
28768628,6408980
28768628,6435397
28768628,6450329
28768628,6451877
28768628,6533437
28768628,6635010
28768628,6663519
28768628,6823105
28768628,7142377
28768628,7483798
28768628,7503060
28768628,7605356
28768628,7788194
28768628,7855864
28768628,7878346
28768628,8091773
28768628,8119553
28768628,8312986
28768628,8632549
28768628,8638412
28768628,8646213
28768628,8756527
28768628,8897996
28768628,8964084
28768628,8993911
28768628,9044279
28768628,9128601
28768628,9177792
28768628,9357143
28768628,9403776
28768628,9676971
28776253,10617497
28776253,10918951
28776253,11775756
28776253,11917375
28776253,12163940
28776253,5550944
28776253,5701730
28776253,5813896
28776253,5973969
28776253,5973982
28776253,7118933
28776253,7592305
28776253,7833024
28776253,8893978
28776253,9351066
28776253,9730356
28777874,10394680
28777874,11307513
28777874,11378625
28777874,11643110
28777874,6038134
28777874,6392741
28777874,6467558
28777874,6522558
28777874,7020052
28777874,7245153
28777874,9202764
28777874,9202771
28777874,9808653
28783541,10110802
28783541,10169745
28783541,10313938
28783541,10400573
28783541,10407692
28783541,10458562
28783541,10628106
28783541,10702480
28783541,10753188
28783541,10769470
28783541,10863273
28783541,11009596
28783541,11033978
28783541,11086288
28783541,11188269
28783541,11311737
28783541,11334084
28783541,11382349
28783541,11484726
28783541,11524067
28783541,11800067
28783541,11839495
28783541,6069101
28783541,6073050
28783541,6366936
28783541,6462554
28783541,6492236
28783541,6756358
28783541,7016515
28783541,7082286
28783541,7397470
28783541,7431055
28783541,7643520
28783541,7716251
28783541,8140168
28783541,8264700
28783541,8742389
28783541,8999081
28783541,9588723
28783541,9617301
28783541,9701897
28783541,9811438
28783541,9834589
28787376,10134006
28787376,10407825
28787376,10655595
28787376,10660964
28787376,10684038
28787376,10984410
28787376,11074346
28787376,11424261
28787376,11539589
28787376,11742158
28787376,11816096
28787376,5739956
28787376,6140339
28787376,6745292
28787376,6996789
28787376,7028446
28787376,7313749
28787376,7673864
28787376,7736092
28787376,8499348
28787376,8815331
28787376,9152773
28787376,9577934
28790810,10296855
28790810,10525535
28790810,10727669
28790810,11544312
28790810,5529299
28790810,6355389
28790810,6390845
28790810,6469191
28790810,6912453
28790810,7117746
28790810,7324559
28790810,7985833
28790810,8650691
28790810,8763205
28790810,9571884
28790810,9798299
28796035,12007148
28796035,5556201
28796035,7705155
28800256,10156511
28800256,10715808
28800256,10768117
28800256,10920112
28800256,11179130
28800256,11425945
28800256,11490682
28800256,11680310
28800256,5802515
28800256,5892254
28800256,5957290
28800256,6114033
28800256,6287520
28800256,6376586
28800256,6439650
28800256,6449896
28800256,6527476
28800256,6944341
28800256,6990723
28800256,7188437
28800256,7482387
28800256,7491682
28800256,7553283
28800256,8585674
28800256,8663596
28800256,8761568
28800256,8835205
28800256,8848763
28800256,9021401
28806372,10315383
28806372,11494233
28806372,11845828
28806372,12015682
28806372,6682290
28806372,6798808
28806372,6803891
28806372,8637736
28806372,8664096
28806372,9896366
28806374,10086823
28806374,10392165
28806374,10546546
28806374,12015682
28806374,5654542
28806374,6597167
28806374,6814171
28806374,7054141
28806374,7080901
28806374,8711187
28806374,8728794
28806374,9906969
28806891,10983036
28806891,9005816
28807366,11060627
28807366,6460223
28807366,7431994
28807366,8267087
28807366,8954099
28807366,8977857
28807366,9135805
28807366,9194487
28808115,11194100
28808115,11566233
28808115,12026042
28808115,5555753
28808115,5703682
28808115,5887017
28808115,5941456
28808115,6332880
28808115,6476447
28808115,6858745
28808115,7023689
28808115,7136454
28808115,7645760
28808115,7756438
28808115,7821378
28808115,8345055
28808115,8616456
28808115,8842333
28808115,9589929
28808115,9620951
28808856,10257030
28808856,10593360
28808856,10836023
28808856,11538387
28808856,12106957
28808856,5653558
28808856,7269199
28808856,7533103
28808856,8239056
28808856,8281049
28808856,8319511
28808856,8410631
28808856,8586728
28808856,8801295
28808856,8810619
28808856,9130430
28808856,9154288
28808856,9319659
28809128,10390979
28809128,10397853
28809128,11471067
28809128,6016599
28809128,6533354
28809128,8144083
28809128,8541768
28809128,9326898
28809128,9329113
28809128,9549097
28809128,9922270
28810127,6078786
28810127,6387982
28810127,6719534
28810127,7077777
28810127,7313902
28810127,7407056
28810127,7423757
28810127,7789815
28810127,8472449
28810127,8601097
28810127,8760718
28810127,8852696
28810127,9233239
28810127,9890304
28810127,9926938
28811121,10011931
28811121,10401305
28811121,10546499
28811121,10671817
28811121,10759200
28811121,11059030
28811121,11112670
28811121,11661360
28811121,11667346
28811121,11916970
28811121,6983742
28811121,7207029
28811121,7286152
28811121,7376005
28811121,8891059
28811121,9086648
28811121,9440393
28811121,9536422
28811121,9623347
28811121,9975274
28817294,10061866
28817294,10193454
28817294,10923156
28817294,10961140
28817294,5780689
28817294,6165853
28817294,6501460
28817294,7358110
28817294,7789887
28817294,8314254
28817294,8381930
28817294,8568698
28817294,9402736
28817294,9535497
28817294,9898828
28821513,10728979
28821513,10918955
28821513,10961200
28821513,11576563
28821513,11815420
28821513,5724200
28821513,6755595
28821513,6994147
28821513,7210080
28821513,7694355
28821513,9671087
28828485,11567058
28828485,5820688
28828485,6222950
28828485,6492621
28828485,6609123
28828485,6906990
28828485,7680426
28828485,7993432
28828485,8607936
28829522,11141801
28829522,6206366
28829522,7097712
28829862,10293066
28829862,10363992
28829862,10398609
28829862,10546578
28829862,10841388
28829862,10964115
28829862,11184500
28829862,11445628
28829862,11476007
28829862,11584192
28829862,5817478
28829862,6007726
28829862,6039975
28829862,6140174
28829862,6143082
28829862,6218311
28829862,6387681
28829862,6417955
28829862,6544678
28829862,6817947
28829862,6902834
28829862,6957118
28829862,6990723
28829862,6991234
28829862,7210353
28829862,7238973
28829862,7254182
28829862,7311279
28829862,7541600
28829862,7687676
28829862,7728950
28829862,7768819
28829862,7855664
28829862,7973255
28829862,8041978
28829862,8464525
28829862,8664894
28829862,8943804
28829862,9038689
28843582,10399273
28843582,11222052
28843582,11296925
28843582,11391145
28843582,11583003
28843582,11760291
28843582,5794728
28843582,6047331
28843582,6078924
28843582,6350577
28843582,6534887
28843582,8015299
28843582,8211485
28843582,8653879
28843582,9175074
28843582,9260865
28843582,9693685
28847449,10332422
28847449,11055610
28847449,5966024
28847449,6463640
28847449,6594413
28847449,6613830
28847449,7062402
28847449,7541400
28847449,7543953
28847449,8595838
28847449,8639138
28847449,9425890
28847449,9857901
28855164,10288380
28855164,10403142
28855164,10865145
28855164,11011102
28855164,11621051
28855164,12090540
28855164,5634292
28855164,5899047
28855164,6628686
28855164,6696433
28855164,7033826
28855164,7139411
28855164,7157573
28855164,7862514
28855164,9179912
28855164,9198239
28855164,9556263
28855164,9877509
28858944,12202943
28858944,6958011
28858944,7540570
28858944,8699782
28858944,8771615
28858944,9701467
28861915,11677494
28861915,11993975
28861915,5681430
28861915,6561830
28861915,7400208
28861915,8322500
28861915,8463053
28862069,10495044
28862069,11875595
28862069,6148579
28863009,10145268
28863009,10411362
28863009,10870273
28863009,10910325
28863009,5679071
28863009,6345716
28863009,6746432
28863009,6881108
28863009,7321659
28863009,7395048
28863009,8164212
28863009,8381776
28863009,9474708
28864961,10119331
28864961,10638550
28864961,10831687
28864961,10847592
28864961,11450067
28864961,12220743
28864961,6218107
28864961,6902835
28864961,8481825
28864961,9705191
28870742,10125302
28870742,10588346
28870742,10605627
28870742,10705703
28870742,10784423
28870742,10863597
28870742,10933953
28870742,11253435
28870742,11642028
28870742,11871755
28870742,11957250
28870742,6354311
28870742,6751968
28870742,6844375
28870742,7335448
28870742,7476212
28870742,7772455
28870742,8158206
28870742,8844728
28870742,8984734
28870742,9162741
28870742,9276913
28870742,9484571
28870742,9666709
28870742,9750556
28870742,9860101
28870742,9860107
28870742,9911246
28874941,10187982
28874941,11994642
28874941,5576625
28874941,7542476
28874941,8379366
28874941,8463043
28874941,8850530
28874942,10635334
28874942,10937575
28874942,10976744
28874942,11584192
28874942,5576626
28874942,6485308
28874942,7447172
28874942,7771829
28874942,7845034
28881318,10468705
28881318,11129659
28881318,5648608
28881318,6458096
28881318,6530983
28881318,6698904
28881318,7429251
28881318,8300866
28881318,8998687
28884614,10435503
28888149,7910105
28891267,10009929
28891267,10099471
28891267,10147892
28891267,10165059
28891267,10175130
28891267,10202436
28891267,10226186
28891267,10250852
28891267,10273368
28891267,10273738
28891267,10370720
28891267,10391166
28891267,10394772
28891267,10503949
28891267,10528295
28891267,10529102
28891267,10543348
28891267,10614278
28891267,10614703
28891267,10644895
28891267,10653296
28891267,10665968
28891267,10762643
28891267,10804795
28891267,10838443
28891267,10918955
28891267,10974793
28891267,10986823
28891267,11031279
28891267,11031697
28891267,11060894
28891267,11192788
28891267,11205832
28891267,11258947
28891267,11281430
28891267,11298032
28891267,11305914
28891267,11334402
28891267,11347083
28891267,11420790
28891267,11437492
28891267,11462376
28891267,11561891
28891267,11573384
28891267,11577836
28891267,11610182
28891267,11612830
28891267,11616070
28891267,11680419
28891267,11737271
28891267,11790302
28891267,11948708
28891267,11972115
28891267,11998642
28891267,12050243
28891267,12147315
28891267,12232219
28891267,12256081
28891267,5836947
28891267,5913612
28891267,5948815
28891267,6078240
28891267,6282737
28891267,6324373
28891267,6349253
28891267,6484702
28891267,6488472
28891267,6488477
28891267,6528066
28891267,6537523
28891267,6657799
28891267,6711127
28891267,6717527
28891267,6717996
28891267,6775926
28891267,6790606
28891267,6817947
28891267,6868526
28891267,6883400
28891267,6893337
28891267,6907336
28891267,6912156
28891267,6949008
28891267,6979000
28891267,6990804
28891267,7025283
28891267,7039404
28891267,7045456
28891267,7049678
28891267,7068135
28891267,7096133
28891267,7117951
28891267,7181676
28891267,7224511
28891267,7286379
28891267,7305812
28891267,7306748
28891267,7373770
28891267,7390356
28891267,7414743
28891267,7415256
28891267,7435061
28891267,7437982
28891267,7450208
28891267,7462099
28891267,7467230
28891267,7483428
28891267,7550646
28891267,7566623
28891267,7572870
28891267,7576794
28891267,7578294
28891267,7581532
28891267,7596878
28891267,7609370
28891267,7617003
28891267,7652590
28891267,7676504
28891267,7732425
28891267,7789277
28891267,7805299
28891267,7806158
28891267,7809894
28891267,7825957
28891267,7829087
28891267,7855715
28891267,7889731
28891267,7935393
28891267,7939944
28891267,8010496
28891267,8033994
28891267,8034015
28891267,8073887
28891267,8133359
28891267,8155098
28891267,8176905
28891267,8214012
28891267,8246796
28891267,8246809
28891267,8248165
28891267,8258565
28891267,8286349
28891267,8380744
28891267,8380753
28891267,8384746
28891267,8522890
28891267,8525773
28891267,8557290
28891267,8558792
28891267,8584608
28891267,8677581
28891267,8793011
28891267,8814936
28891267,8884140
28891267,8894830
28891267,8900790
28891267,9007696
28891267,9045353
28891267,9111766
28891267,9161656
28891267,9202703
28891267,9202798
28891267,9204943
28891267,9357826
28891267,9491210
28891267,9520098
28891267,9649854
28891267,9701377
28891267,9829569
28891267,9841890
28891267,9974787
28898808,10039204
28898808,10083077
28898808,10102399
28898808,10285761
28898808,10877926
28898808,10975555
28898808,11254888
28898808,11538364
28898808,6314884
28898808,6384217
28898808,6485308
28898808,6486177
28898808,6556783
28898808,6848735
28898808,6984757
28898808,6989035
28898808,7029809
28898808,7077777
28898808,7106149
28898808,7110923
28898808,7182057
28898808,7407056
28898808,7654542
28898808,7815508
28898808,7947593
28898808,8386439
28898808,8512997
28898808,8556655
28898808,9078148
28898808,9277518
28898808,9307080
28898808,9357854
28898808,9476612
28898808,9922488
28914663,10110763
28914663,10157128
28914663,10175137
28914663,10706828
28914663,11363991
28914663,11409926
28914663,5786469
28914663,6488400
28914663,6827617
28914663,6910718
28914663,7892630
28914663,7969153
28914663,8504567
28914955,10248813
28914955,10690693
28914955,5817445
28914955,6532901
28914955,6552112
28914955,6593793
28914955,6709030
28914955,6802036
28914955,7400632
28914955,7859425
28914955,7982022
28914955,8289076
28914955,8611142
28914955,9550319
28914955,9576661
28914955,9862443
28923576,10036360
28923576,10113949
28923576,10208039
28923576,10357763
28923576,10423659
28923576,10695773
28923576,10698938
28923576,10808458
28923576,10854668
28923576,10921589
28923576,11162655
28923576,11162678
28923576,11301294
28923576,11307838
28923576,11965269
28923576,12001011
28923576,5943545
28923576,6010773
28923576,6040238
28923576,6089185
28923576,6094556
28923576,6210656
28923576,6257338
28923576,6397900
28923576,6517942
28923576,6559920
28923576,6610057
28923576,6657311
28923576,6798457
28923576,6826542
28923576,6896065
28923576,6966630
28923576,6970054
28923576,7066307
28923576,7072345
28923576,7163105
28923576,7196259
28923576,7255355
28923576,7339276
28923576,7407353
28923576,7418493
28923576,7433822
28923576,7484368
28923576,7501458
28923576,7559874
28923576,7573179
28923576,7576038
28923576,7576073
28923576,7642654
28923576,7653586
28923576,7795659
28923576,7864308
28923576,7884139
28923576,7955271
28923576,8019940
28923576,8201542
28923576,8256744
28923576,8268442
28923576,8317968
28923576,8387846
28923576,8645758
28923576,8902195
28923576,9276196
28923576,9338557
28923576,9587557
28923576,9927635
28923576,9929776
28923576,9953323
28933709,6039975
28933709,6836871
28934000,10086367
28934000,10382024
28934000,10473543
28934000,10654921
28934000,11136689
28934000,11212278
28934000,11274946
28934000,6426454
28934000,6474265
28934000,6500513
28934000,6536920
28934000,6830660
28934000,6892796
28934000,7188974
28934000,7446212
28934000,7714689
28934000,8738115
28934000,8771753
28934000,8833353
28934000,8864638
28934000,9221700
28934000,9346604
28934000,9389483
28934000,9424305
28934000,9781310
28934000,9989878
28942775,10177939
28942775,10235129
28942775,11374185
28942775,11852486
28942775,7999739
28942775,8502667
28945184,10074341
28945184,10104476
28945184,10473543
28945184,10696450
28945184,10875738
28945184,11087311
28945184,11724792
28945184,6395457
28945184,6698985
28945184,6759661
28945184,7266726
28945184,7323869
28945184,7952680
28945184,8665102
28945184,8684817
28953313,10308452
28953313,11143463
28953313,11444051
28953313,11867834
28953313,6119653
28953313,6371481
28953313,6503491
28953313,6883129
28953313,7018930
28953313,7725378
28953313,8026663
28953313,8169588
28953313,9097622
28953313,9108361
28956286,10021698
28956286,10435503
28956286,10713889
28956286,10764216
28956286,10913887
28956286,11350632
28956286,11529557
28956286,11585455
28956286,11862792
28956286,6069871
28956286,6103607
28956286,6153543
28956286,6242798
28956286,6816610
28956286,6879111
28956286,6884691
28956286,6981248
28956286,7019734
28956286,7406999
28956286,7796992
28956286,7858688
28956286,8098429
28956286,8119553
28956286,8287869
28956286,8359825
28956286,8498723
28956286,8595838
28956286,8664891
28956286,9507147
28956286,9593000
28956286,9639433
28956286,9679956
28956286,9704625
28956286,9896291
28956286,9904085
28960162,11635666
28960162,9344503
28960162,9560562
28960360,10202236
28960360,10455059
28960360,10608140
28960360,10814413
28960360,11474187
28960360,11504147
28960360,11611647
28960360,12165718
28960360,6791987
28960360,6932893
28960360,7136513
28960360,7398743
28960360,7495494
28960360,7527688
28960360,7850751
28960360,8096744
28960360,8539355
28960360,8771615
28960360,8810487
28960360,9202706
28960360,9527996
28960360,9547250
28960360,9792631
28960360,9939291
28967517,10281196
28967517,10393064
28967517,10502691
28967517,10560756
28967517,10996118
28967517,11086504
28967517,11325315
28967517,11755689
28967517,11811872
28967517,12100683
28967517,6136945
28967517,6195849
28967517,6279625
28967517,6295192
28967517,6319263
28967517,6476423
28967517,6501169
28967517,6514531
28967517,6526891
28967517,6609125
28967517,6647548
28967517,6785836
28967517,6817947
28967517,6864746
28967517,6957597
28967517,7017678
28967517,7060402
28967517,7097712
28967517,7175924
28967517,7440827
28967517,7589670
28967517,7711316
28967517,7770231
28967517,7856043
28967517,8017600
28967517,8207621
28967517,8219283
28967517,8402927
28967517,8530747
28967517,8595680
28967517,8642457
28967517,8673685
28967517,8858354
28967517,8956353
28967517,8990360
28967517,9014068
28967517,9126548
28967517,9258513
28967517,9258633
28967517,9308683
28967517,9506640
28967517,9512299
28971545,10210068
28971545,10906713
28971545,11046737
28971545,11220962
28971545,11529292
28971545,11808705
28971545,12034376
28971545,5880749
28971545,6085129
28971545,6324412
28971545,6375655
28971545,6713282
28971545,6756256
28971545,6848320
28971545,7490853
28971545,7799490
28971545,7969208
28971545,8272973
28971545,9030762
28971545,9258513
28971545,9338763
28971545,9709437
28971545,9801483
28971920,10011936
28971920,11056963
28971920,5806145
28971920,5811382
28971920,6317558
28971920,6564055
28971920,6706245
28971920,6773491
28971920,6883168
28971920,7011707
28971920,7430759
28971920,7521364
28971920,7546088
28971920,7592921
28971920,7775351
28971920,7879423
28971920,7993081
28971920,8089032
28971920,8605030
28971920,8702444
28971920,9015686
28971920,9074281
28971920,9077262
28971982,11240001
28971982,11845187
28971982,5628712
28971982,5628723
28971982,6296214
28971982,6362623
28971982,6362625
28971982,6664786
28971982,7349626
28971982,7427637
28971982,7745516
28971982,7786918
28971982,7808740
28971982,7844565
28971982,7863646
28971982,7871569
28971982,8106029
28971982,8709881
28971982,8791316
28971982,9372774
28976789,
28982355,10286749
28982355,10827451
28982355,5629755
28982355,6032862
28982355,6231257
28982355,6888486
28982355,8624249
28982355,8977786
28982355,9736982
28983064,10019358
28983064,10111572
28983064,10541941
28983064,11963421
28983064,5912303
28983064,7806192
28983064,8765365
28983064,9265799
28983064,9302017
28983558,10337451
28983558,11500778
28983558,11566577
28983558,11877224
28983558,5710378
28983558,6753650
28983558,6824224
28983558,7221425
28983558,7329590
28983558,7530566
28983558,7573631
28983558,7729578
28983558,8384648
28983558,8641906
28983558,8897229
28983558,9119400
28987068,10186413
28987068,10657756
28987068,11972115
28987068,6067717
28987068,6078240
28987068,6484638
28987068,6626574
