pmid,pmcid_count
32091468,8
29301406,8
30558595,8
34326295,8
30759050,8
29240640,8
30099535,8
37550754,8
37500184,8
29860668,8
33602708,8
29961358,8
29964274,8
34061846,8
33595642,8
29865989,8
30156454,8
33982950,8
30411424,8
33975766,8
31789439,8
31790653,8
34039956,8
36379124,8
36395164,8
36399352,8
36279945,8
36483780,8
36436788,8
28600754,8
31797368,8
33933034,8
28807366,8
34142663,8
28515198,8
32951895,8
32921679,8
28647680,8
28476262,8
28445501,8
39037795,8
36636234,8
32842044,8
37208254,8
33509131,8
33515195,8
33565791,8
33544904,8
27754839,8
32276749,8
32278929,8
32800079,8
34754205,8
35305851,8
35687765,8
30882286,8
30883194,8
31100201,8
34556740,8
34617963,8
34543743,8
35429851,8
31023548,8
30867042,8
29614708,8
32005486,8
32008614,8
29667453,8
29740191,8
29700904,8
33830229,8
33780222,8
33072802,8
30220442,8
36941731,8
31870819,8
30130337,8
37155175,8
33820654,8
30284751,8
30477798,8
25398257,8
31399704,8
35236014,8
35250298,8
30298566,8
32446831,8
26563446,8
40587630,8
35105711,8
32441588,8
32468063,9
25854962,9
35105683,9
35055341,9
31346950,9
28828485,9
28604141,9
28619483,9
35287033,9
35290389,9
28737234,9
38859742,9
28992512,9
32800648,9
34210584,9
27318409,9
27377518,9
31804682,9
33895223,9
31800135,9
30296185,9
34080548,9
30673991,9
31713040,9
31676110,9
34293566,9
31875300,9
33766722,9
37040993,9
37145594,9
30095786,9
32707380,9
29914294,9
28017586,9
30681953,9
30718113,9
30729723,9
36355045,9
36368167,9
36375090,9
36270866,9
27530688,9
30184237,9
33677354,9
28874942,9
28881318,9
34953398,9
31207453,9
28982355,9
27625078,9
27733957,9
33596496,9
33614813,9
30803707,9
34422325,9
31626744,9
31599842,9
31637652,9
31639851,9
31651449,9
31651956,9
33739476,9
30015717,9
32659727,9
32669591,9
35803847,9
29871625,9
29879953,9
37364264,9
33478778,9
33545189,9
33351663,9
33569727,9
33574644,9
28983064,9
35413980,9
35505084,9
35657629,9
35609060,9
27248701,9
26994107,9
32079557,9
32063689,9
29155919,9
28370746,9
28387979,9
29356800,9
29294630,9
38285444,9
29280887,9
29291765,9
29560072,9
29844259,9
29848736,9
29656918,9
32171301,9
31088407,9
35879087,9
35853024,9
31026034,9
29626620,9
33423046,9
33438886,9
31985590,9
31996603,9
32039936,9
38023343,9
29310332,9
29366485,9
31546119,9
34489382,9
35716251,9
38025806,9
29509935,9
33218748,9
33127239,9
33323689,9
26850412,9
32495704,9
31418512,9
31317187,9
32923100,9
32979735,9
32930779,9
32993719,9
32966157,9
32864693,9
32812034,9
28475598,9
28448772,9
39144717,9
36745669,9
36754165,9
30464795,9
30314993,9
36843415,9
30346363,9
36898743,9
27418265,9
27468764,9
36551542,9
26308604,9
26446012,9
30584350,10
30553910,10
33999649,10
32409197,10
29481616,10
33249489,10
32332060,10
32329168,10
31982229,10
27957868,10
29337086,10
31144281,10
34505888,10
34648209,10
34714854,10
34643872,10
34582543,10
34509745,10
30885346,10
31229703,10
28864961,10
29680935,10
35767530,10
29398309,10
29668209,10
32807420,10
30514357,10
31744781,10
33847750,10
33861332,10
30337253,10
30193389,10
34922562,10
35337715,10
28527930,10
34300159,10
31705545,10
34282533,10
33812332,10
34362617,10
31618793,10
34461801,10
33637031,10
31952846,10
27254845,10
34479547,10
30556739,10
27607056,10
27314472,10
33569735,10
31927163,10
30086726,10
29895653,10
35977167,10
29431201,10
28088743,10
29528786,10
29529669,10
29627755,10
38184548,10
29525786,10
30878413,10
34537957,10
32590228,10
30139778,10
27996330,10
30339740,10
30310261,10
32880954,10
39026309,10
28806372,10
28641996,10
31404007,10
28572118,10
28568245,10
33296097,10
35026872,10
31383711,10
33730878,10
33734416,10
31256931,10
29050752,10
32107502,10
32111378,10
32118301,10
26914264,10
32534740,10
25921356,10
32486463,10
31370977,10
31322988,10
35038609,10
27153141,10
26827876,10
28679541,10
33279330,10
27521764,10
30797645,10
35337716,10
29135773,10
28166446,10
33735222,10
33659712,10
31213788,10
31173392,10
31205178,10
27734126,10
36069915,10
28235118,10
28506507,11
29702655,11
31036673,11
31521671,11
33231876,11
29509775,11
29509885,11
33988929,11
37778232,11
35687334,11
30323269,11
31740961,11
34231186,11
31753258,11
27582229,11
34142398,11
28723312,11
35275164,11
31730572,11
30778596,11
31891598,11
33615799,11
30818377,11
27184175,11
27231798,11
27268422,11
31652266,11
32650817,11
33900810,11
32706676,11
28009698,11
29932800,11
34320421,11
30618280,11
36449286,11
33797505,11
33789691,11
34584005,11
31584961,11
29739781,11
32190389,11
31602750,11
31123754,11
27682744,11
29777229,11
35658116,11
35580834,11
33198668,11
29891038,11
35986384,11
30048877,11
29551894,11
34151259,11
34148756,11
35799080,11
34673309,11
29692877,11
33469806,11
32032322,11
27428547,11
25403655,11
26652896,11
27482893,11
33044691,11
31256026,11
30178565,11
30657438,11
32989323,11
28821513,11
28362848,11
30304353,11
30352247,11
36704210,11
36897142,11
33067802,11
34818528,11
29174885,11
27768836,11
32893192,11
31221441,11
31202473,11
32995141,11
28809128,11
31456497,11
31328616,11
34855645,11
31298946,11
35220134,11
32925461,11
36643599,11
30723660,11
30413544,11
26392030,11
26773923,11
26830008,11
26781062,12
32427764,12
32491256,12
26098738,12
27152620,12
27172583,12
26773991,12
26702478,12
28601311,12
31337179,12
28806374,12
28544288,12
26847352,12
26988423,12
31415465,12
32053653,12
33266405,12
32861869,12
32916184,12
30448092,12
26687985,12
28207747,12
36890453,12
30688986,12
30647189,12
31630986,12
31251985,12
33027190,12
29017807,12
29047076,12
34794996,12
27802072,12
33625511,12
33631543,12
34411553,12
27261408,12
31651677,12
31682546,12
33908274,12
31829228,12
34374769,12
30589633,12
36459420,12
30144952,12
31811295,12
31811316,12
33825349,12
29923258,12
37436568,12
37079367,12
31925632,12
35939431,12
35907827,12
31918975,12
33553969,12
29893941,12
28073041,12
33151291,12
35476819,12
29302989,12
29115076,12
29126583,12
28034982,12
31583453,12
35913741,12
29573962,12
37655645,12
29777672,12
34606504,12
31591132,12
29712503,12
32328992,12
30992289,12
31046611,12
35757905,12
29666043,12
34915426,12
31304789,12
34191850,12
28650247,12
28451867,12
30251424,12
33857224,12
34214657,12
30988400,12
27028939,12
29452067,12
27940343,12
29558251,12
29559866,12
34609257,12
29327358,12
27096847,12
29530654,12
27359281,12
26555836,12
26338783,13
26455587,13
36906496,13
36829242,13
26691126,13
31303246,13
28777874,13
28914663,13
28741257,13
28742777,13
28714426,13
28295416,13
31438873,13
31422986,13
34893871,13
35278825,13
30243415,13
31257187,13
27649842,13
36988913,13
30539229,13
32890919,13
28107580,13
33894458,13
34747714,13
31229445,13
28863009,13
28847449,13
35410453,13
30072307,13
26990778,13
31536805,13
31542305,13
32003819,13
31149979,13
33346846,13
33390240,13
30922134,13
28391245,13
29443839,13
33750497,13
31606795,13
32202609,13
31981474,13
32315401,13
31612741,13
27534979,13
30899910,13
34264928,13
31864695,13
34100263,13
26952286,13
26553960,13
32668758,13
35945330,13
30831400,13
33515197,13
37365418,13
35923088,13
30747847,13
36125084,13
32648636,13
30848807,13
29754866,13
27665313,13
27694451,13
26559720,13
26700157,13
35184126,13
31760804,13
31738436,13
30157815,14
31809429,14
28082817,14
34245997,14
27035581,14
29361804,14
31574300,14
33310383,14
31087042,14
32799090,14
30646268,14
37938023,14
28077135,14
33598891,14
35085855,14
27714442,14
26792706,14
33629485,14
32421717,14
34999643,14
26497004,14
26270444,14
28694708,14
32961455,14
26969480,14
29779549,14
29663511,14
37693344,14
29966335,14
35907410,14
30816930,14
27185793,14
32608133,14
27230302,14
26822880,14
33484147,14
37593403,14
35544135,14
35360916,14
29135698,14
29129193,14
28082528,14
28654593,14
28710943,14
28953313,14
28588790,14
31446142,14
30241962,14
32107194,14
32345436,14
31718956,14
30192068,14
28581025,14
32367203,14
26489986,14
31787005,14
32476954,14
32020683,15
32252558,15
32212214,15
29555862,15
30206790,15
27502778,15
30908175,15
31103879,15
32007246,15
33427017,15
33276814,15
31182211,15
29415846,15
27808096,15
29361848,15
29440888,15
34188101,15
35662804,15
31132877,15
35605532,15
33162330,15
28368908,15
31221884,15
31292182,15
38486046,15
28817294,15
30270164,15
29135839,15
29194005,15
32866229,15
28110928,15
28182212,15
28945184,15
26963717,15
32390553,15
28810127,15
31202288,15
34930903,15
34794949,15
36822668,15
32496565,15
32330184,15
36914764,15
26344010,15
37636579,15
29724388,15
32151234,15
30729854,15
35994265,15
30063699,15
29986015,15
36001312,15
29452972,15
32146874,15
27765455,15
33554378,15
34994791,15
27165953,15
26730557,15
26444646,15
31348506,15
26899477,15
30770194,16
32689593,16
28914955,16
28776253,16
28196031,16
28790810,16
31340688,16
28410614,16
35618884,16
31730918,16
27385231,16
33863317,16
30504507,16
28983558,16
31753274,16
31313621,16
33852001,16
29484686,16
27539890,16
34619717,16
26953302,16
29532477,16
29462768,16
28033519,16
34325226,16
29776800,16
31645013,16
29972609,16
27123917,16
29280224,16
29276176,16
29102458,16
29630689,16
31026356,16
33464286,16
31575535,16
26616353,16
31923064,16
31804405,16
32113620,16
31601873,16
27518043,16
31755208,16
36647047,16
32489718,16
31914720,16
31285210,16
31370980,16
28651153,16
38614112,16
30933592,16
33731210,16
32217114,16
32879220,16
29680584,16
34678465,16
33020114,16
29560071,16
28644687,17
28352490,17
32947116,17
33318224,17
32912944,17
29135769,17
34487521,17
27196594,17
27130621,17
30679643,17
35738412,17
32574208,17
30882995,17
31575428,17
36466741,17
30600512,17
31691390,17
29362719,17
28000125,17
33480660,17
37377473,17
33320266,17
31164033,17
33137513,17
35245918,17
35368066,17
28494904,17
28722211,17
32155775,17
30676915,17
28843582,17
31374345,17
31494618,17
33730366,17
27749602,17
29750844,17
27871837,17
29502242,17
30818974,17
34431585,17
34479983,17
26769877,17
31303011,17
26823929,17
30409501,17
30387377,17
27369767,18
27440393,18
34033179,18
33853404,18
32428510,18
26706666,18
32376089,18
29056349,18
31251769,18
26505976,18
34836910,18
26953291,18
31386238,18
26620293,18
31378243,18
30811590,18
28808856,18
28855164,18
32126455,18
31494719,18
33592293,18
32172645,18
29540609,18
37561459,18
34665758,18
32593972,18
30762800,18
30630948,18
36328950,18
33885777,18
29287034,18
29049354,18
31306333,18
28397128,18
26982210,18
29905648,18
33170263,18
28148631,18
33771281,18
28145655,18
32894114,18
30130271,18
28178050,18
29016245,18
30209407,18
27084911,19
33348147,19
37851446,19
30294846,19
30646185,19
31561997,19
32282021,19
31689260,19
30633773,19
27865568,19
31575622,19
30964880,19
31987492,19
30064082,19
29936926,19
31519425,19
34411708,19
31028874,19
26933875,19
29446449,19
30589779,19
33331919,19
33258127,19
26578747,19
33229348,19
27591020,19
29440054,19
28109642,19
31132789,19
28409741,19
32270861,19
35377713,19
29417369,19
31290987,19
28405342,19
26861143,19
27845780,19
31456495,19
27532274,19
29573622,19
27979005,19
27394934,19
35420660,19
31309407,19
27218678,19
28808115,20
28971982,20
31974902,20
35977284,20
28729411,20
30226726,20
29995732,20
31959523,20
30863841,20
33737374,20
29702995,20
32030213,20
27916364,20
27907909,20
31896548,20
30794232,20
29034725,20
36200636,20
32024216,20
30553125,20
26989123,20
35977240,20
29432267,20
29102956,20
30223114,20
29470180,20
28093055,20
33168586,20
33151482,20
30112639,20
27192330,20
28811121,20
33065311,20
33088159,20
33979485,20
30317962,20
36821990,20
31053544,21
32877298,21
27925868,21
27147285,21
29572081,21
32286658,21
33036558,21
31563966,21
27864932,21
26708529,21
32648951,21
27244063,21
30477805,21
30826193,21
32651887,21
31319340,21
29055923,21
30048829,21
32032905,21
28430692,21
27269029,21
32764761,21
32800475,21
33146558,21
31190122,21
29248333,21
31820218,21
31924192,21
35536575,21
26639948,21
33422393,21
35960518,22
27995643,22
32736926,22
35476064,22
30615512,22
28726478,22
28288073,22
28121897,22
26700411,22
26601636,22
29532067,22
30845268,22
32678860,22
29929494,22
29751746,22
31013394,22
30613963,22
36101631,22
32505044,22
26350481,22
31262946,22
35094024,22
32562612,22
27625726,22
30862728,22
34109308,22
30828034,23
31911642,23
30391835,23
26801463,23
34837000,23
26979826,23
31691306,23
34836166,23
30710512,23
29454784,23
33310595,23
33653119,23
27503793,23
29554592,23
34665205,23
31864352,23
29401186,23
34270396,23
37274346,23
26953990,23
33900401,23
37030308,23
30518362,23
30516807,23
32095835,23
33145926,23
31187324,23
28971920,23
28971545,23
31093771,23
28787376,23
31974072,23
28192376,23
28494183,23
32349766,24
26513409,24
30396321,24
31848077,24
28960360,24
34922776,24
31506368,24
38692395,24
30943077,24
29360481,24
30658219,24
36510003,24
30659754,24
37049497,24
33662132,24
31851641,24
30844024,24
30688969,24
32155165,24
27694059,24
29863920,24
31895949,24
28507206,24
30059422,24
32282466,24
30629026,24
27980387,24
29241835,25
27102021,25
27099932,25
31783757,25
27372218,25
29982474,25
32579159,25
28538559,25
29447854,25
30192041,25
30382911,25
26290479,25
26836926,25
34802772,25
33303491,25
29404943,25
29656382,25
27981691,25
28491887,25
31610714,26
30050763,26
36584985,26
31419306,26
31207646,26
34889946,26
27385241,26
35819784,26
28987068,26
28267693,26
35089351,26
29683843,26
30711764,26
29948809,26
26828802,26
27783548,26
35623797,26
28639701,26
30629607,26
28934000,26
28721034,26
31978218,26
33843963,26
30629018,26
31591014,26
33720447,27
34314645,27
28700736,27
32213023,27
30865179,27
30030304,27
26735529,27
29566841,27
33578297,27
34240714,27
27303913,27
29099931,27
35243621,27
31754696,27
33325772,27
28870742,28
27357964,28
35652681,28
27632768,28
31449518,28
32993656,28
27329121,28
30354326,28
27418345,28
31229392,28
28707421,28
28506855,28
30810738,28
27244817,28
27255073,28
29054352,28
32219404,28
31567804,28
30165237,29
34247424,29
32964535,29
33183341,29
27459854,29
28800256,29
28328632,29
26920363,29
28764570,30
31730188,30
31692133,30
34178121,30
29669495,30
33434066,30
29309516,30
32060140,30
33863865,30
30050778,30
33545164,30
31310611,30
35398288,30
32954457,30
32690528,30
37310741,30
35442948,30
36342675,31
29800019,31
29511995,31
30429919,31
27698195,31
29859388,31
30642706,31
27314884,31
28202428,31
31862438,31
30465157,31
32423933,31
26187583,31
29402676,32
29453941,32
33856483,32
29244102,32
30815083,32
26581974,32
33402119,32
36692880,33
31099868,33
32773211,33
27531874,33
34037667,33
29879084,33
29786922,33
29670391,33
30239630,33
35061041,33
30887440,33
32913197,33
32973072,33
27061342,34
26721613,34
37285563,34
35148719,34
33845029,34
28898808,34
28634104,35
28956286,35
32093587,35
33130842,35
29325548,35
29721042,35
33555330,35
29716570,35
31583010,36
29776688,36
26474422,36
26778760,36
31173120,36
31281868,36
26923931,36
28612362,36
29159310,37
37314800,37
30735622,37
32677805,37
37721749,37
32080165,37
28541748,38
32495677,38
29505378,38
26827877,38
31665997,38
34236409,38
32391892,38
26646124,38
30215683,38
26733699,38
28620089,39
28829862,39
27270874,39
31798781,39
29976189,39
31050777,39
30514781,39
32886123,40
27256827,40
26764576,40
28426473,40
26204260,40
34315285,40
31919729,40
27418553,40
26918766,40
30588191,41
34436609,41
30461584,41
30316852,41
27760782,41
30054152,41
26859438,41
29920438,41
31350839,41
31960025,41
35696163,41
30268561,42
28465360,42
28161034,42
38147328,42
30041092,42
34033170,42
30620116,43
30074673,43
31922561,43
32088587,43
28783541,43
26916271,43
30710731,43
31515181,43
31254749,43
29750893,44
29656707,45
27984346,45
30389215,45
33793663,45
30853787,45
28076834,45
26599286,45
27511987,45
31175493,46
29949454,46
26716995,46
30602031,47
27489008,47
30510122,47
28494791,47
30273587,47
28394905,48
30969219,48
27568512,48
26175273,48
28498498,48
29720535,49
34533569,49
31088782,49
31225895,49
30012559,49
35218887,49
28029753,49
28768628,50
27692137,50
27984526,50
29273452,50
30893533,50
27225016,50
29198871,50
26733696,50
26925821,50
31841589,51
31588045,51
27269013,51
27812043,51
28967517,52
27338777,52
31905233,53
29482150,53
31348508,53
34518978,54
31683314,54
28154400,54
26733702,54
27518662,54
31481540,54
26874461,54
31464350,54
30068513,55
29221432,55
32917496,55
28763410,55
29854208,55
29380216,56
31517639,56
27353261,56
27474844,56
28406708,56
33894149,57
27385244,57
31015447,57
29317551,58
30059534,58
31722022,59
29565661,59
30005310,59
27988412,60
33091782,60
30039175,61
28053517,61
31173749,62
31495278,62
33760849,62
29926090,62
30646116,63
31155222,64
31135726,64
27834688,65
27106243,65
33538824,65
30704822,66
29863921,66
31542740,67
29049457,67
31907515,68
28578174,68
35264849,68
28923576,68
26818326,68
36044198,69
28351569,70
33744306,71
30646080,71
32925453,72
31530066,72
30519109,73
32673301,74
28711626,75
27654151,75
28614178,75
26662858,76
28121997,77
27431293,77
29094346,79
29112666,79
26674559,79
29799927,80
30508022,81
31503384,82
33138712,83
30633671,84
33038637,84
28240996,84
29235189,84
30858347,84
28459904,86
26864652,86
26755784,86
29990675,87
34612005,87
29906429,88
30646256,89
32753136,90
31891578,90
29125908,91
32796217,92
28295260,93
32611509,94
27531722,97
30901048,97
27085758,98
31786933,98
28601352,99
28743157,99
26996986,101
28619532,102
28711636,103
31594780,107
27009565,107
31229387,108
30208470,109
32239220,111
26672639,113
31410816,117
29579356,119
27335101,124
27653796,126
30508432,127
32407321,128
29048972,142
27301913,142
28628701,150
29203521,153
27692801,154
27299617,164
32979987,165
28891267,171
27609239,172
27663939,190
27140989,215
29343479,222
28292769,238
28419887,244
29880964,257
32929211,385
32022884,425
30389323,523
31981519,672
28403427,711
33836148,1070
32473681,1149
37356446,1221
30496104,6249
